1391			102
400	
	495
31932	通讯社	1
9659	通话	9
23043	通话时间	1
12259	通货紧缩	1
12193	通货膨胀	5
15245	通货膨胀率	1
10318	通车	3
27552	通达	3
470	通过	250
12867	通过培训	1
27677	通过率	2
2411	通道	33
4319	通铺	2
10738	通风	1
22032	速写	1
2382	速度	43
30887	速度慢	2
32394	速战速决	1
26560	速率	2
13217	速裁	1
30131	速运	1
20010	造	4
23855	造于	1
32571	造价	1
4939	造假	10
21405	造出来	1
24087	造势	2
20170	造型	1
20191	造就	2
1832	造成	89
24071	造梦	1
16082	造福	2
7022	造船	2
25868	造船厂	1
15823	造血	2
1056	造谣	3
7678	造谣中伤	1
7115	造谣诽谤	1
19564	逮	2
10274	逮捕	10
22429	逮捕令	2
18087	逻辑	6
5116	逼	5
32432	逼上梁山	1
26305	逼婚	2
32520	逼成	1
26725	逼疯	1
25825	逼近	1
10432	逼进	1
144	逼迫	4
5324	逼问	1
15918	逾	4
26814	逾期	4
27798	逾越	1
1136	遂	2
7998	遂行	2
2446	遇	6
28570	遇人不淑	1
14086	遇冷	4
127	遇到	39
15420	遇刺	5
11064	遇害	3
19836	遇袭	2
11650	遇见	2
1706	遇阻	3
1788	遇难	9
2886	遇难者	3
24524	遍	2
32558	遍地	1
13462	遍地开花	1
24216	遍布全国	1
23111	遍扫	1
10460	遏制	18
11077	遐想	1
2900	道	36
21245	道义上	1
23500	道具	2
5460	道别	1
2570	道德	13
22427	道德修养	1
8515	道歉	7
8901	道理	11
9306	道谢	1
2053	道路	38
1888	道路交通	5
2441	道路灯	1
28970	道阻	2
32717	道题	1
22518	道风	1
7012	遗书	2
2503	遗产	6
25726	遗产税	1
23706	遗传	1
6388	遗传变异	1
2912	遗体	7
31408	遗司	1
7922	遗址	3
26371	遗失	2
23353	遗孀	1
23358	遗孤	1
5229	遗弃	1
5115	遗弃罪	1
30697	遗愿	1
14500	遗憾	11
11166	遗留	3
11321	遗留问题	5
26865	遗赠	1
24340	遛	1
11510	遛弯	1
1495	遣返	2
10220	遥不可及	1
29806	遥感	1
32136	遥控	1
29856	遥远	2
27082	遨游	1
1795	遭	43
10295	遭到	21
2035	遭受	28
2461	遭强	1
30267	遭强奸	1
31757	遭性	2
149	遭殃	1
6687	遭袭	1
2385	遭遇	34
22738	遮挡	1
17458	遮掩	3
13163	遴选	5
13241	遴选出	1
28727	遴选出来	1
10601	遵义	2
10621	遵义市	1
20987	遵从	2
7516	遵守	13
7680	遵循	13
23926	遵照	1
22500	遵纪守法	1
22168	避	2
9378	避一避	1
28490	避债	1
1301	避免	34
3626	避到	1
10499	避嫌	2
17861	避孕套	2
7968	避开	2
8459	避水	2
14247	避税	3
15068	避让	1
18969	避讳	2
3469	避过	1
3637	避险	4
10087	邀	3
2754	邀请	25
29027	邂逅	1
32436	邋里邋遢	1
23659	邓	2
18339	邓小平理论	2
8828	邓州	1
28077	邓普西	2
2772	邓琦	1
22411	邓福德	2
22777	邓龙	2
8526	邢台	9
8616	邢台市	7
18011	邢国辉	1
3167	那	79
3472	那一刻	3
275	那个	26
963	那么	91
17630	那么点儿	1
1281	那些	53
19759	那他	2
19657	那位	2
12172	那儿	5
19682	那句话	2
3964	那场	5
4188	那天	12
12276	那就是说	1
14217	那年	1
17186	那才真	1
11226	那时	9
11569	那栋	1
13449	那样	11
9784	那次	6
12213	那种	8
31855	那股	1
11108	那辆	1
10902	那辆车	1
256	那边	5
3040	那里	16
23119	那间	1
30866	邦	1
24459	邦交	2
31272	邪念	1
13329	邪教	1
27114	邮	1
32762	邮件	2
32155	邮包	1
32137	邮寄	1
7996	邮报	5
30130	邮政	3
17928	邮政局	1
23157	邮电大学	1
27122	邮轮	1
9093	邯郸市	1
3715	邱军华	1
26997	邱宇	2
11958	邱少云	1
8874	邱文双	1
27192	邵婷	1
22720	邹先生	1
9184	邹军	1
20333	邹碧华	1
22712	邹良东	1
25129	邻	2
25121	邻为	1
10425	邻国	8
3304	邻居	15
11199	邻居们	2
3301	邻居家	3
2996	邻村	1
5661	邻校	1
5731	邻水	1
5441	邻近	2
32389	邻里	1
18953	郁勃	1
32341	郁江	1
16565	郁闷	3
12919	郊区	2
27121	郊游	1
8889	郑	2
15478	郑和	1
23778	郑宇泽	1
6915	郑州	7
13052	郑州市	1
30378	郑徐	1
28575	郑忧	1
19319	郑惠强	1
6947	郑某	1
2921	郑永球	1
13868	郑玉焯	4
32180	郑礼先	1
12615	郑立中	3
29620	郑继永	1
23142	郑贤聪	1
27821	郑重	1
23141	郑金锋	1
31602	郑镇	1
29356	郗	1
29008	郝	1
27934	郝庄村	2
11750	郝羿	1
10944	郡	3
32026	郧县	1
1742	部	34
16400	部下	1
30086	部件	1
32895	部会	2
32266	部党组	1
166	部分	159
28166	部副	4
18076	部原	1
3673	部委	14
19699	部委局	1
22910	部将	2
12697	部级	11
6134	部署	90
3628	部长	86
25382	部长会议	1
25385	部长级	5
27372	部长职务	2
295	部门	155
4527	部门经理	1
21674	部门规章	2
8474	部队	9
15282	部际	2
2101	郭	5
9913	郭同恒	1
2830	郭墅	1
30252	郭增金	2
19766	郭川	1
28368	郭彦东	1
30263	郭彦刚	1
18021	郭树清	3
21247	郭沫若	1
31043	郭起	1
31025	郭起志	1
203	都	400
4120	都受了	1
17726	都市	1
32692	都市快报	1
1230	都市报	6
3711	都报	1
5743	都江堰	1
21715	都还没	1
9056	都里乡	1
9446	都里镇	1
5103	酌情	4
31100	配	4
28878	配不	1
10559	配偶	4
10777	配制	1
24443	配发	1
98	配合	30
20374	配合起来	1
22185	配图	1
4389	配备	10
13045	配套	23
27453	配套性	1
14991	配套措施	4
18606	配套改革	2
21647	配子	1
19478	配戴	1
29114	配文	1
10694	配方	3
25664	配租	1
10730	配置	15
20752	配菜	1
9743	配送	2
29932	配饰	1
5689	酒	13
30818	酒后	2
5477	酒吧	3
32308	酒家	3
1681	酒店	13
33140	酒店业	1
31296	酒意	1
10590	酒桌	1
10472	酒楼	1
30593	酒气	1
1624	酒水	2
1680	酒窖	1
24865	酒精	1
30556	酒过三巡	1
17719	酒都	1
24877	酒醒	2
31475	酗酒	1
7889	酝酿	5
16363	酬	1
20174	酬劳	1
22890	酮	1
23008	酯	1
13466	酱园	1
17898	酱油	2
1657	酷爱	2
22962	酸	1
24669	酸溜溜	1
13408	酸爽	1
16543	酿成	5
11627	酿造	3
29107	醉	1
30562	醉酒	1
10717	醒	2
21344	醒悟	1
8613	醒来	4
16639	醒目	3
7433	采	1
26841	采伐	1
21643	采卵	1
137	采取	113
307	采取任何	1
12308	采取措施	14
17955	采取有效	4
23852	采取相应	2
4270	采用	30
32629	采石	1
359	采矿	7
18822	采矿业	1
7535	采矿权	2
231	采空	1
21655	采精	1
14452	采纳	10
9620	采花	1
30525	采蘑菇	1
2294	采访	92
6810	采购	14
22923	采购价	1
19220	采集	5
457	释	2
30615	释出	1
13090	释印	1
13108	释印松	1
12997	释延虎	1
12981	释延豹	1
11744	释延鲁	2
27727	释惑	1
10275	释放	20
12216	释放出来	2
11746	释永	2
13006	释永乾	1
11739	释永信	2
13065	释永持	1
14157	释法	2
6375	释疑	2
225	里	155
26139	里奥	2
31511	里娅	1
18655	里子	1
29217	里学	1
3867	里屋	1
23319	里根	3
10829	里程	5
29530	里程碑	2
608	里程碑式	1
24411	里边	1
21353	里长	1
1019	里面	37
6164	重	32
15148	重中之重	4
23345	重任	3
1793	重伤	14
25518	重光	1
18667	重典	2
26790	重农	1
30509	重出江湖	1
23698	重击	1
32324	重则	1
4211	重创	3
9629	重力	3
15022	重化工	1
31141	重压	1
30069	重合	1
18135	重启	4
29935	重商	1
27282	重回	3
17214	重地	1
3727	重型	4
14595	重复	12
22122	重复性	1
2955	重大	84
17693	重大事件	3
13250	重大事故	2
18391	重大意义	2
18610	重大成果	1
5042	重大损失	2
12649	重大案件	12
18486	重大突破	2
23407	重大责任	1
18858	重大过失	5
18370	重大项目	2
27202	重夺	1
17688	重奖	1
28573	重审	1
33010	重工业	2
4897	重庆	20
24457	重庆地区	1
9313	重庆市	13
12669	重庆市委	5
28199	重庆市政协	1
29588	重庆市政府	3
28314	重庆政府	2
31211	重庆晚报	1
30996	重庆晨报	1
12196	重度	5
4283	重建	10
16415	重心	6
16805	重性	1
18747	重托	1
20265	重拳	3
20271	重拳出击	1
22588	重拾	2
25146	重挫	1
28082	重振	1
23263	重提	1
30943	重操旧业	1
12039	重整	2
3837	重新	32
30627	重新启动	1
24169	重新命名	1
30668	重新考虑	1
30294	重施	1
16911	重构	2
29038	重样	1
32092	重案	1
20501	重演	4
3141	重灾区	6
11864	重点	101
26950	重点保护	3
27499	重点县	1
13652	重点难点	1
11432	重点项目	5
15804	重点高校	3
1908	重特大	2
28873	重现	1
5897	重用	2
517	重申	8
12868	重男轻女	1
32174	重病	1
6293	重症	6
28317	重磅	2
25741	重税	1
4519	重组	12
26534	重罚	3
19932	重罪	1
1902	重要	200
14408	重要一环	1
12876	重要依据	3
4788	重要性	17
15240	重要批示	2
25423	重要文件	1
20660	重要职责	3
8801	重要讲话	9
7835	重视	42
22662	重诺	1
30034	重蹈覆辙	1
16604	重返	10
11053	重重	2
8140	重量	3
31010	重量级	4
20173	重金	2
6903	重金属	1
30559	重钢	1
23155	重镇	3
29648	重阳	1
32835	野味	2
2362	野外	3
10991	野心	1
8141	野战	3
30549	野果	1
11429	野生	2
25360	野生动物	6
11293	野蛮	7
4436	量	23
27955	量体裁衣	1
5064	量刑	6
686	量化	4
22222	量度	1
28080	量级	2
26551	量身	2
2850	金	10
4825	金业	5
20796	金主	1
10012	金书	1
25090	金代	1
23275	金允	1
24567	金元	2
30623	金刚山	1
23518	金华	1
27904	金卡	1
29011	金及	1
28451	金句	1
24806	金后	1
31269	金坛	1
7153	金坤	1
21475	金大中	1
5846	金字塔	2
19271	金字招牌	3
31686	金宽镇	1
31934	金属	1
23733	金庆洙	2
27846	金库	1
24128	金忠焕	1
30792	金戈铁马	1
25894	金报	1
28235	金振吉	1
29415	金敏菲	1
31238	金旭峰	1
26364	金枪鱼	5
31716	金某	2
28935	金某峰	1
20428	金正恩	14
15429	金正男	4
31673	金武星	1
8936	金水河	1
8956	金河水	1
23727	金泉	2
26421	金海岸	1
14635	金湖县	1
24292	金牌	2
24053	金白银	1
16904	金皮宝	1
32071	金盆	1
18485	金砖	4
22453	金碧辉煌	1
27368	金科	1
19923	金程	1
32992	金维刚	1
31705	金羊网	1
4363	金色	9
23244	金英	1
5860	金融	40
15355	金融业	2
15269	金融业务	1
18232	金融中心	2
17956	金融交易	1
18768	金融体制	1
17389	金融体系	2
19216	金融信息	1
31132	金融债	1
29453	金融危机	2
27280	金融城	3
11227	金融学	1
27699	金融家	2
15288	金融市场	6
29664	金融时报	3
27974	金融服务	2
5774	金融机构	7
15259	金融监管	3
24897	金融街	1
29667	金融资产	1
12033	金融风险	9
15326	金被	2
13436	金质奖	1
26158	金质奖章	1
22504	金身	1
25178	金边	1
20736	金道铭	1
12671	金钱	8
32794	金钱龟	2
23219	金铜	2
11200	金门大桥	1
9833	金顶	1
5701	金项链	1
7573	金额	20
17072	金饭碗	1
30653	金龙	1
30676	釜山	1
2593	鉴于	9
12955	鉴定	9
20147	鉴赏力	2
26419	鑫	1
28810	针	1
487	针对	109
11333	针对性	17
21238	针砭时弊	1
19091	钉子	2
32404	钉子户	1
13183	钉钉子	1
23049	钓鱼	1
23022	钓鱼岛	2
15538	钟	3
17548	钟山	9
22277	钟山区	1
8480	钟祥市	1
29233	钟离	1
19317	钟继业	1
33067	钟表	1
30015	钢丝	2
15880	钢材	1
15864	钢材价格	1
15779	钢梯	1
3775	钢筋	1
6106	钢结构	1
12452	钢铁	6
33073	钢铁业	1
19088	钢铁工业	1
15892	钢铁市场	1
25613	钢铁行业	1
11268	钥匙	3
23919	钦	1
32449	钩	1
9731	钩机	1
3294	钩状	1
286	钱	81
5710	钱包	6
12156	钱少	1
20326	钱庄	1
27393	钱新	1
13004	钱某梁	1
30945	钱物	2
20291	钱袋子	8
5716	钱财	3
17953	钱颖	1
10871	钻入	1
27923	钻石	2
20945	钻研	2
33008	钻空子	1
31758	钻进	2
22349	铀	2
10356	铁	4
24150	铁丝网	1
19856	铁义	1
29232	铁军	1
25622	铁塔	1
14954	铁定	2
14776	铁岭	3
14828	铁岭市	1
4499	铁拳	1
10027	铁板	1
3334	铁架	2
23442	铁栅栏	3
23439	铁栏	3
16648	铁梯	1
32528	铁棍	1
3187	铁片	1
27736	铁算盘	1
18512	铁腕	2
11571	铁质	1
4880	铁路	12
32247	铁路桥梁	1
12852	铁路沿线	1
27110	铁路网	1
7812	铁路运输	2
31061	铁通	1
22583	铁道	2
19639	铁道部	1
32458	铁锹	1
7839	铁门	4
22217	铁飞燕	1
17080	铁饭碗	1
18564	铆紧	1
23861	铜制	1
26451	铜墙铁壁	2
9877	铜川	1
26659	铜牌	1
25976	铜陵	1
6756	铬	1
23971	铭记在心	3
30195	铲入	2
23072	铲除	1
28010	银	1
10468	银元	3
23887	银元宝	2
29567	银华	1
27865	银卡	1
9182	银山	1
24826	银川	1
3493	银杏树	2
25528	银泰	1
30580	银湖	1
26637	银牌	1
15268	银监会	4
5911	银行	31
15353	银行业	9
28016	银行业务	1
24916	银行信贷	1
10137	银行卡	9
17407	银行存款	3
5794	银行行长	1
16130	银行贷款	4
18648	铸就	1
17161	铸成	1
13034	铸造	1
11658	铺	1
18830	铺天盖地	3
16023	铺开	3
4267	铺盖	1
931	铺设	2
15347	链	4
19130	链家	2
177	链接	7
6740	链条	10
6750	销售	35
22325	销售价	2
22862	销售价格	1
7422	销售收入	3
18115	销售量	1
12733	销售额	14
6787	销往	1
27853	销户	1
25218	销毁	1
17854	销量	3
23097	锁	3
31287	锁上	1
30819	锁好	2
4954	锁定	7
31280	锁门	1
12422	锅	3
18435	锅炉	3
7804	锈迹斑斑	1
31157	锋芒	1
30699	锐减	2
4655	锐意进取	1
6570	错	7
11509	错乱	1
14410	错事	1
14064	错位	1
14390	错案	2
23312	错爱	1
31707	错综复杂	1
19748	错话	1
2709	错误	19
17050	错过	3
13061	锤	1
22180	锤子	1
13008	锤谱堂	1
10106	锦旗	2
26175	锦标赛	1
20826	锦绣	1
21389	锦绣江山	1
32146	锯断	1
18417	锲而不舍	2
24268	锻炼	3
30857	镀金	1
3338	镇	22
6973	镇上	5
3044	镇东	1
9916	镇党委	1
2887	镇吉沟	1
10016	镇平	1
6993	镇政府	4
23077	镇村	1
31846	镇林国	1
20745	镇江市	1
2445	镇硕	3
3595	镇立	2
2879	镇管	1
23872	镇谷	2
8894	镇里	2
6996	镇长	1
4195	镇雄县	1
21106	镜头	4
25902	镜检查	1
14820	镜鉴	1
6593	镰刀	2
2816	长	55
15194	长三角	6
10427	长久	8
21923	长久以来	2
24951	长假	4
31244	长凉	1
32213	长发	1
8832	长垣县	1
7877	长城	2
14359	长城汽车	1
22813	长处	1
5158	长大	11
31821	长女	1
20121	长存	1
31982	长安区	3
29909	长安街	1
21552	长官	1
32894	长寿	1
23884	长崎县	1
23834	长年	1
28786	长年累月	1
27430	长度	1
8199	长弓	1
13370	长征	4
29836	长征四号	1
14550	长征路	2
26543	长得帅	1
7692	长微	1
20975	长成	3
22470	长效	2
13320	长效机制	7
6333	长时间	14
19065	长春	4
21115	长春市委	1
7602	长期	65
15227	长期以来	6
19384	长期保持	1
8496	长期存在	1
32906	长期投资	1
33234	长条状	1
11176	长枪	1
310	长此以往	1
11431	长江	14
25710	长江上游	2
17204	长江中下游地区	1
16048	长江流域	2
21763	长沙	9
26834	长沙市	6
20699	长治	1
13375	长治久安	8
8366	长湖	1
7787	长满	1
16933	长牛	1
26765	长短	1
33107	长租	1
26191	长约	2
19594	长舒	1
25603	长航	1
29910	长许	1
26602	长话	1
26456	长足	1
15555	长足发展	1
26738	长辈	2
1306	长达	1
13949	长远	16
21004	长远利益	1
21074	长远规划	1
11316	长途	4
11365	长途电话	5
22838	长郑	1
32327	长长的	1
32666	长队	1
19394	长龙	1
2157	门	26
3840	门上	5
335	门前	10
13035	门卫	2
27973	门厅	1
3013	门口	22
27236	门可罗雀	1
4076	门外	4
7859	门头沟	2
23450	门店	12
12551	门户网站	3
11542	门楣	1
764	门槛	14
33057	门牌	2
27671	门牌号码	2
11171	门牙	1
9851	门票	5
25957	门票费	1
2369	门窗	4
21854	门脸儿	1
2268	门诊	4
23964	门诊部	4
24281	门道	2
23205	门锁	2
3910	闪	1
19731	闪亮	1
26762	闪婚	1
26745	闪对	1
11099	闪现	1
3862	闪电	1
11250	闪避	1
28917	闫肖峰	1
1194	闭	3
12102	闭塞	2
12629	闭幕	16
17060	闭幕会	6
22054	闭环	1
5602	闭眼	1
20107	闭门造车	1
2901	问	72
8178	问世	3
12723	问候	5
25649	问出	2
16541	问到	6
17778	问卷	4
27140	问卷调查	2
11714	问及	9
17599	问号	1
16653	问好	1
17037	问答	2
27105	问诊	1
9912	问责	17
21725	问责制	1
30005	问起	2
27254	问道	2
27245	问问	3
172	问题	337
7817	问题重重	1
18518	闯	4
32036	闯入	1
8608	闯进	3
24061	闲下来	1
12148	闲不住	1
22264	闲暇	1
5418	闲杂人员	1
7703	闲置	8
9668	闲聊	1
10304	闲逛	4
649	间	33
30440	间房	2
4647	间接	9
16582	间接税	3
14764	间接选举	1
29185	间断	1
16943	间距	1
27405	间隔	1
31110	间隔时间	1
11489	间隙	3
13461	闷	1
3901	闷热	2
3999	闷雷	1
8487	闸	1
8428	闸口	1
8423	闸门	1
6181	闹	9
29277	闹事	1
29331	闹别扭	1
28874	闹到	1
24866	闹剧	1
5754	闹市	1
7058	闹情绪	1
10155	闹着玩	1
17136	闺女	2
24603	闺蜜	4
31185	闻	1
30514	闻到	1
21720	闻名	1
17917	闻胜	1
6574	闻讯	3
6509	闻讯赶来	2
31174	闻闻	1
7950	阁	1
6098	阁楼	1
25211	阅兵	1
18581	阅读	6
4808	阎存章	1
15636	阐述	7
11471	阐释	3
29937	阚枫	1
2869	阜城	1
26988	阜外	1
1942	阜宁	19
1805	阜宁县	18
30457	阜成门	1
14793	阜新	3
14837	阜新市	1
2950	阜益	1
25977	阜阳	1
9740	队	10
2980	队伍	19
22436	队伍素质	1
20761	队列	1
24288	队友	1
7093	队员	5
4284	队长	5
12571	阮成发	2
29181	阮氏	1
8688	防	8
20256	防不胜防	1
8862	防住	1
8429	防办	2
24422	防务	2
22848	防卫	4
23134	防备	1
9754	防大	1
23975	防导	1
8070	防弹	2
3206	防弹玻璃	1
32178	防弹背心	1
32179	防弹衣	1
8126	防御	9
27566	防御性	2
2367	防御能力	3
30003	防患于未然	1
25122	防扩散	1
163	防护	8
21397	防护力	1
17949	防控	4
23443	防暴	3
3068	防止	34
14650	防止出现	2
32187	防毒面具	1
8360	防汛	18
14421	防治	10
13725	防治法	7
8573	防洪	3
17946	防火墙	4
4445	防灾	2
8605	防疫	5
4237	防病	1
13911	防病治病	2
32782	防癌	2
11595	防盗门	1
8159	防砂	1
24142	防空	1
20334	防线	2
1874	防范	36
9783	防范措施	2
4256	防蚊	1
22390	防诈	1
23039	防长	3
7919	防雨	1
7911	防雷	1
2825	阳光	13
23849	阳光普照	1
15700	阳刚之气	2
889	阳台	4
25759	阳奉阴违	1
31539	阳江	1
31726	阳浦	1
2180	阴	5
2334	阴天	3
23844	阴影	3
20647	阴暗面	1
3816	阴沉	2
22151	阴茎	1
6669	阴谋	1
9879	阴转多云	1
31447	阴转晴	1
22208	阴道	1
21182	阴雨	1
20150	阵地	3
24180	阵子	1
26189	阵容	1
18369	阵痛	2
21919	阵营	2
31899	阵阵	2
2182	阵雨	7
2170	阵风	6
24875	阶下囚	1
11049	阶层	6
30375	阶梯	1
25723	阶梯式	1
5045	阶段	56
13660	阶段性	6
4578	阻力	7
5404	阻拦	3
14103	阻挠	2
15454	阻挡	6
19286	阻止	8
29251	阻止不了	1
13173	阻碍	8
25214	阻遏	1
29673	阻隔	1
2823	阿	4
25405	阿中	1
25374	阿人	1
24419	阿什顿	2
33297	阿克	1
28807	阿兰	1
22996	阿利	1
26352	阿卡	3
33161	阿基诺	1
5097	阿姨	4
8187	阿富汗	3
8227	阿帕奇	1
22919	阿帕替尼片	1
11150	阿德拉	1
30994	阿拉善盟	1
21059	阿比	1
31015	阿比让	2
31764	阿秀	2
31815	阿秀家	1
31783	阿秀曾	1
5864	阿里巴巴	2
24125	阿里郎	1
30278	阿鹏	2
6986	陂	1
30335	附上	2
19922	附件	1
22355	附则	1
14721	附加	5
797	附加条件	1
30719	附加费	1
6437	附属	7
4490	附属中学	1
22086	附议	1
1964	附近	57
23590	附随	1
18666	陆上	1
8842	陆佑	1
28157	陆克华	2
12626	陆军	5
28043	陆军部	2
21571	陆地	1
23943	陆基	2
33139	陆客	1
20329	陆川	2
20344	陆川县	3
24229	陆慷	1
12946	陆杰华	1
16743	陆欣	1
7328	陆港	1
2960	陆续	25
2218	陆陆续续	4
19135	陆鹏鹏	1
9168	陇	1
15027	陈	9
19224	陈伟	1
19238	陈伟才	1
28223	陈俊卿	1
29280	陈先生	2
23848	陈冬	2
24351	陈冬乘	1
5915	陈凯	1
26957	陈凯歌	2
13798	陈列馆	1
14010	陈友华	1
14318	陈叔军	1
14905	陈吉宁	9
29991	陈含	1
20471	陈夏	1
32812	陈姓	2
15607	陈宝	1
15536	陈宝生	12
19852	陈川平	1
32377	陈年	1
6876	陈强	1
32554	陈志贞	1
3446	陈忠	1
11848	陈思思	2
17716	陈政高	4
6448	陈敏	1
28365	陈文清	1
23084	陈文辉	1
4064	陈斯洲	1
7239	陈新华	1
29270	陈新文	1
11540	陈旧	5
18975	陈旭	1
12682	陈杰	1
24105	陈某	1
28932	陈某凯	1
28927	陈某芬	1
27201	陈楠	1
23299	陈欧	1
12678	陈求发	3
4290	陈洋	1
4345	陈洋村	1
4353	陈洋镇	1
32287	陈洪	1
30754	陈洪东	1
24894	陈洪生	2
31423	陈洲	1
12625	陈润儿	1
13125	陈满	2
5782	陈熙同	1
22335	陈瑞爱	1
31756	陈礼明	1
12624	陈章良	2
20109	陈维亚	1
2020	陈良	2
2145	陈良镇	4
7556	陈若剑	1
22256	陈若琳	1
21092	陈茂波	1
33135	陈设	1
28331	陈连福	1
30233	陈述	2
16832	陈金甫	1
4118	陈银宝	1
17947	陈锡文	1
2839	陈集	2
11448	陈雪枫	2
27663	陈雷	2
3389	陈风玲	2
23691	陌	2
11798	陌生	8
20913	陌生人	3
32724	陌生感	1
30961	陌秀	1
8464	降	22
9869	降下	1
12076	降下去	2
11352	降下来	11
3536	降临	2
16432	降价	5
6488	降低	57
25949	降低成本	2
15942	降低生产	3
6359	降到	11
16994	降幅	3
33085	降格以求	1
2760	降水	8
8447	降水强度	2
7965	降水量	5
5835	降温	4
14095	降生	2
14597	降税	6
31024	降级	1
12844	降至	3
23228	降落	2
11306	降费	16
2246	降雨	13
4441	降雨量	7
7870	限	4
14964	限于	5
15151	限产	2
18009	限价	2
23475	限入	1
690	限制	42
27672	限制性	1
19047	限定	6
1826	限度	9
15115	限批	1
30785	限期	2
26499	限烟	1
26098	限行	2
18122	限购	5
18114	限贷	2
